user_id,acct_type,acct_number,balance,date_created,max_limit
33,ceditcard,3557197314164745,25575.97,2019-09-09,69764.12
31,saving,560221506694046394,83810.72,2020-04-04,43761.79
422,saving,4041371065111245,64044.93,2019-12-03,55433.63
471,ceditcard,3565735616201200,578.83,2020-02-02,87784.70
422,checking,4905244010708794111,25200.14,2020-01-11,81501.16
375,ceditcard,560222165024747624,80197.95,2020-08-29,81378.84
394,saving,56022234455853748,22474.33,2020-07-18,56265.15
20,checking,4844483467700928,70555.37,2020-01-28,29811.71
291,checking,5100173328250637,38823.26,2020-06-09,35716.76
103,saving,3587084408069630,68928.91,2020-01-09,46774.19
313,ceditcard,67633859200997958,61878.08,2019-09-27,17628.29
235,ceditcard,5100140897365898,69544.81,2020-08-11,26837.91
18,checking,670696034723295182,4043.32,2019-09-11,86506.98
79,ceditcard,3572548003185014,63339.65,2020-02-09,60943.04
470,checking,3574162098776378,23140.60,2020-05-06,11842.93
456,checking,3585518390020855,5868.85,2020-07-25,28712.44
358,ceditcard,337941744333930,3392.32,2020-07-30,74893.46
355,ceditcard,3537400791797093,36403.05,2020-04-09,22852.32
455,ceditcard,3576446124465025,9565.38,2019-09-17,55235.73
391,saving,4041379490451,50924.63,2020-04-28,89295.71
241,checking,675928983075503438,32850.71,2019-12-24,10212.16
234,ceditcard,3535974981921244,35956.24,2019-10-02,17929.04
326,saving,3532318456444121,69832.28,2019-10-05,99356.55
226,saving,3576274433084935,35290.52,2020-07-14,55953.02
260,ceditcard,6304661132875732,26761.69,2020-02-09,42649.48
271,saving,3530060432915863,12338.59,2020-02-20,6557.51
242,checking,201526133672809,40583.90,2019-10-17,75962.30
405,saving,676290248360431663,9355.40,2019-12-08,47239.11
221,ceditcard,3544748234295880,28812.19,2019-12-11,26325.08
236,saving,5610815088016516,83922.79,2019-11-21,86217.06
121,ceditcard,30040332328483,51407.18,2020-04-26,40324.04
329,saving,3536234617605904,54408.42,2019-09-28,53922.66
247,ceditcard,6372623131264679,16552.71,2020-05-29,14142.23
316,saving,3570909998270728,17290.25,2020-03-22,29730.78
384,saving,6334439454422820453,86811.61,2020-07-24,43469.46
117,saving,589385032595562620,63558.16,2020-06-09,56437.18
81,saving,3542804589900269,78078.64,2020-08-24,37428.48
268,checking,3558310960518655,28120.21,2019-09-24,11307.28
494,saving,3541945707182115,41526.96,2019-09-07,39168.46
260,saving,374622337776263,82097.16,2020-07-14,6410.48
400,checking,30517179987026,15368.75,2020-03-13,61866.10
469,saving,490510227042425301,84889.57,2020-07-01,95456.67
146,checking,5431383388174375,38984.92,2019-11-18,92310.80
29,ceditcard,5018660091573943781,43823.62,2020-02-14,99165.85
98,ceditcard,3537287207206201,76451.48,2020-03-07,93708.28
72,saving,5602235354240064,91037.85,2020-05-03,32040.75
99,checking,3532910071960968,24461.41,2019-11-19,10180.11
124,ceditcard,3583221024401441,81862.66,2019-10-04,61179.32
71,checking,3585283593615494,1678.52,2020-02-13,48166.18
107,ceditcard,6388227080457342,9434.21,2019-10-19,36240.97
133,ceditcard,3536488018968903,91075.47,2019-09-16,53655.09
290,ceditcard,201964686419296,84325.15,2020-01-18,34311.85
214,saving,30243897377990,22400.93,2020-08-31,20537.22
338,saving,5403073551643066,55440.46,2020-06-14,11396.47
259,saving,3556614699689899,51107.69,2020-02-08,92144.08
211,saving,3547492945978222,8636.18,2020-07-19,82634.45
465,saving,5048372125054763,60944.62,2020-06-05,43138.33
209,ceditcard,5602223900798306,93040.89,2020-05-12,31416.49
288,checking,3558749109164089,32045.05,2020-01-25,26989.06
50,ceditcard,3540623222837742,74470.69,2020-09-04,34201.93
7,saving,5283041131716343,27370.06,2019-12-01,52132.80
213,saving,5602256377872287,73396.94,2020-07-12,10495.64
232,ceditcard,30201333094926,72413.05,2020-07-03,7015.56
349,saving,56103869116658754,96042.45,2020-04-30,13525.35
430,saving,6384947820787765,2836.85,2019-12-31,92965.02
120,checking,4913505712365168,95314.36,2020-06-02,39552.87
166,ceditcard,4917345155882890,50350.81,2020-01-23,83455.52
421,ceditcard,5002355091121298,59107.08,2019-10-03,98463.81
315,checking,30093727936600,15422.09,2019-12-24,38321.95
27,saving,5602229414280467,19436.81,2019-11-17,55822.27
7,checking,30110304636344,72555.43,2020-07-06,33902.07
186,ceditcard,3535442131939623,34178.59,2020-02-19,87565.93
103,checking,3551614581728123,78965.53,2020-02-24,93737.43
229,checking,4405392146103266,59783.17,2019-09-28,57261.09
137,saving,201711996232004,79282.32,2020-08-14,41279.91
103,checking,3530799490422771,26258.27,2019-12-05,12137.09
474,checking,3584882252581409,91197.65,2020-05-27,5502.87
66,saving,6381477803562665,79861.60,2020-07-30,65820.80
247,checking,30269165666343,18526.18,2020-02-18,6175.39
220,saving,3571558928393404,57474.90,2019-12-22,9505.52
179,checking,201906201311342,66954.40,2020-03-02,14052.79
318,saving,5337186844915801,30364.92,2019-11-29,59972.92
3,checking,3586523823171308,11990.82,2020-02-12,97939.00
373,checking,4903628536856907,9991.32,2020-05-10,21427.35
153,checking,3544308201223801,59892.78,2020-06-21,64389.40
130,checking,5602225219687644685,96544.68,2020-03-16,59910.96
146,ceditcard,5384072717277317,80023.89,2020-05-13,18246.12
103,saving,4017958562289100,43847.28,2019-11-24,63627.27
420,saving,4911271798803300792,51577.06,2020-04-16,2508.31
94,saving,6333332528162391,96479.94,2020-02-21,42452.69
364,saving,4060850607888,13675.62,2019-11-01,17918.72
394,checking,3553862982280552,30579.26,2019-10-30,50309.60
456,ceditcard,5602254350348565,6674.83,2019-09-15,83970.71
199,ceditcard,633110629026000761,28641.61,2020-07-19,29590.48
189,checking,30093249425058,61613.88,2020-06-09,59973.74
259,checking,6706184087615571776,4354.63,2019-10-22,87821.21
123,saving,3557647392552567,8018.54,2020-06-15,21904.88
120,checking,5602241690668224,92146.74,2020-03-22,77609.38
137,checking,4917983765387759,44155.88,2019-10-26,51266.29
14,saving,201960831714524,94689.62,2020-08-01,43912.98
346,ceditcard,4911729554684388234,20596.10,2019-10-03,24496.85
37,ceditcard,5602253712209432,11177.87,2020-04-05,92097.71
103,checking,3558192826619723,76355.43,2020-03-05,36933.35
295,checking,372301059029159,4839.58,2019-11-06,6709.78
144,checking,3584383268076518,44524.07,2020-01-26,97348.82
267,checking,56022353765516579,70656.43,2019-10-27,62185.54
101,saving,3576070609885604,76743.52,2020-02-24,66703.27
135,saving,5048371433806625,70749.74,2020-06-24,9852.27
384,saving,3537622840675638,28082.15,2020-02-15,66165.70
448,saving,3587203554762570,14636.14,2020-07-24,95776.77
125,ceditcard,3549836624987029,57561.59,2020-03-14,75534.87
90,saving,6304756791978171,53416.27,2020-03-10,55630.59
266,saving,5010124677687324,82961.09,2019-10-02,47134.91
462,saving,560222099580917034,81196.76,2020-03-17,21255.28
374,saving,3530377107735040,14873.40,2020-07-20,98371.13
457,checking,3560160087073993,21646.04,2020-06-06,78328.45
340,saving,3551233392949461,16447.19,2019-12-09,35200.67
126,ceditcard,3548610479562372,62553.75,2020-02-13,33839.20
369,saving,374288486936312,31768.56,2020-07-03,16272.26
229,saving,3566954049887928,72322.56,2020-04-08,92233.59
92,checking,3566601829975080,67317.98,2020-04-09,94076.30
54,saving,5542893406845471,71107.73,2019-09-22,20971.73
414,checking,5108756780833155,8285.19,2020-04-25,60517.71
174,saving,4041371918723,26034.30,2020-08-16,67649.15
352,checking,201636481150124,71456.40,2019-10-09,29591.39
346,ceditcard,3533582289085398,53391.14,2020-02-15,3253.06
285,saving,3545815179924524,41666.51,2019-09-16,21655.93
209,saving,201549439459192,9147.73,2019-11-16,22087.49
188,checking,670685967078844752,12545.14,2019-10-30,78742.83
166,saving,201519016575496,31464.55,2020-07-10,53909.43
475,checking,3536605571501371,15018.18,2019-12-05,28711.24
348,ceditcard,4508038129039490,88094.45,2020-01-16,72378.64
175,checking,5602227964403481197,30359.86,2020-01-03,66755.17
470,saving,3573206345002483,16167.56,2020-02-18,70659.07
335,checking,201477070774838,36218.49,2020-06-01,52403.55
28,ceditcard,3533633718065848,21136.48,2020-03-02,97763.54
313,checking,3585921256841838,41079.70,2019-12-20,78257.13
153,ceditcard,30051924402875,54098.57,2019-09-16,1262.88
138,ceditcard,5108753370720710,99740.56,2020-05-17,28651.73
254,saving,6383220312675307,99418.26,2019-10-25,29538.76
259,ceditcard,6706603823543553,39981.24,2020-06-08,38237.14
144,saving,63041796845290693,63887.31,2019-12-28,70526.03
374,ceditcard,3578796187454730,57514.52,2019-09-24,18794.79
69,checking,4041594310063412,63784.96,2020-05-30,75165.54
391,saving,3577938359578943,24267.81,2020-08-27,65488.09
404,checking,6304032755166712191,80827.93,2020-05-06,36365.63
438,saving,5424894820701665,82714.18,2020-03-19,71690.38
304,checking,3562521939117155,41800.39,2020-03-22,12940.64
491,saving,5002353338121601,29668.08,2020-05-02,67162.81
467,ceditcard,5306846971344052,83995.45,2020-07-08,93589.48
409,checking,3538347986850022,36848.71,2019-09-11,87113.96
351,ceditcard,4017955798576714,40356.85,2020-05-11,9304.58
229,ceditcard,201472460396581,18931.38,2019-10-02,5473.60
286,ceditcard,5117426943421863,72351.44,2019-10-20,6308.18
443,saving,3575710755647354,5797.63,2020-03-22,12650.12
171,checking,3560538969666549,20933.39,2020-03-07,12083.53
114,checking,4911937070820083058,5583.67,2019-11-30,3424.48
42,ceditcard,36509524212113,95698.31,2020-02-04,35557.11
206,checking,3575702346168743,71910.16,2020-03-02,49525.55
238,saving,0604644205759131267,4106.45,2020-08-18,85214.82
324,ceditcard,3587605320821466,13515.80,2020-06-22,49116.21
276,saving,5602235412229406,17886.80,2020-01-17,57146.53
405,checking,56022125749764578,67665.33,2020-04-26,7253.41
229,checking,30193474739270,27474.16,2020-01-28,50836.54
264,ceditcard,3570387237562207,27954.36,2019-10-13,45302.97
426,ceditcard,3539310864828634,8110.26,2019-09-30,66418.56
460,ceditcard,337941646904929,34133.40,2019-10-20,17971.16
353,saving,4041597139243925,49477.85,2020-01-28,24951.30
275,ceditcard,3530933135886948,91283.66,2020-08-08,62932.78
188,checking,3558331799478614,42216.88,2020-06-20,71135.59
285,ceditcard,3572491381242232,53405.54,2020-03-14,65498.34
167,ceditcard,4017957491094649,6397.06,2020-01-08,53837.13
238,saving,30077579001902,67435.94,2020-04-04,39161.83
180,ceditcard,5602250218889303,33415.30,2020-01-18,27653.58
207,ceditcard,6761656501226828,62648.58,2019-10-02,84266.64
462,saving,3573923965503562,62546.05,2020-06-14,9720.90
449,ceditcard,5602220266307862,75289.99,2020-08-20,80949.98
235,saving,4405963289756647,44670.85,2020-04-29,75458.70
282,saving,5610906604000712179,49700.50,2020-04-19,95809.72
17,checking,3586077365239445,82955.12,2019-11-19,68680.27
394,ceditcard,4041376207347029,27547.04,2019-11-14,23909.65
418,checking,30126824217845,58990.39,2019-09-19,16031.20
355,checking,6333508906129470,5366.83,2020-04-05,12286.00
194,checking,3555824487510857,87092.69,2019-09-20,42992.56
20,checking,3557682222538429,5486.31,2020-08-13,13440.73
475,checking,3569672404305578,97725.82,2020-04-08,96888.71
61,checking,5100171212827023,88343.43,2020-01-15,9126.35
125,checking,4405764535917961,99581.19,2020-06-08,54388.61
183,checking,3584470250553834,50401.01,2020-03-01,17918.34
185,checking,5602215433634115,15769.56,2020-07-08,10965.27
91,checking,4508175496509729,69510.76,2020-05-07,21647.12
355,ceditcard,3529564734404024,36112.73,2020-07-10,82012.63
434,saving,30307469355690,15140.42,2020-05-11,41228.22
268,saving,3546103474209431,18417.62,2020-05-01,12168.63
52,saving,3559267243474016,72039.36,2019-10-23,51793.63
147,checking,3536275802331772,18687.97,2019-12-26,11203.72
234,checking,3570592064585086,28019.93,2020-07-09,50931.81
409,ceditcard,36194774862881,53141.07,2019-10-17,37028.11
36,ceditcard,3547185564523176,91204.27,2019-11-05,76330.75
477,saving,5512512357121585,69355.79,2020-01-30,99123.50
338,ceditcard,630458638855941025,35375.89,2020-05-19,58372.32
381,ceditcard,342838347942401,40315.36,2019-10-25,41027.73
405,saving,4017951239776195,21112.28,2019-10-06,11247.54
106,saving,3569402352835214,18089.70,2020-06-04,89572.86
149,ceditcard,30559064961856,43635.45,2020-03-09,86990.07
439,saving,4175004988347491,50401.17,2020-03-23,35998.02
424,ceditcard,3557559885125944,74176.04,2020-08-04,80160.46
454,saving,4041590541164789,23143.78,2020-02-11,6144.23
191,ceditcard,3581320970036664,76881.15,2020-07-21,42284.92
220,checking,3560219355765191,58355.38,2020-01-30,55414.20
181,saving,5602221086752881,91194.89,2020-06-18,26156.09
462,checking,630434164949675940,6428.12,2019-09-28,35706.96
336,saving,5010120453987052,84145.24,2020-05-17,81137.32
324,saving,5544258493330696,99732.75,2020-07-20,56794.81
47,saving,3541265067157080,26785.53,2020-04-22,25749.62
394,ceditcard,4903571035630243,84213.16,2019-12-12,77232.79
404,checking,5010123039511032,11046.04,2020-06-18,29899.28
392,checking,3528388754199939,95926.46,2019-11-05,62760.78
481,saving,3534734890545828,34558.21,2020-06-23,89214.85
455,saving,201503180896748,53041.51,2020-05-01,25803.44
329,checking,3572869022753248,51216.99,2019-12-22,62042.61
307,checking,4911084528727566468,30590.24,2019-10-09,45378.15
125,checking,4903049577295329248,20038.79,2020-05-08,20412.77
469,ceditcard,5602247145313712,96846.75,2019-11-16,32025.62
323,ceditcard,30130354301979,56698.08,2019-10-07,76245.06
72,saving,3556341130237241,16870.20,2020-07-15,69053.50
193,ceditcard,6762911756572841,43012.67,2020-07-15,27557.60
300,checking,3569110171537909,13958.98,2019-10-11,25341.31
445,ceditcard,3537105147538840,8001.70,2020-04-17,68881.42
151,checking,3536344189781312,66921.89,2020-02-21,66490.12
258,checking,3528185823815952,52808.61,2020-06-16,84143.96
358,saving,5602228034801265250,74789.76,2020-05-27,91160.46
258,checking,3588889678412198,1889.18,2020-01-30,63222.47
25,ceditcard,3570765478316674,33601.64,2019-10-18,70283.93
17,ceditcard,36825081969428,96513.15,2020-01-28,20615.49
221,ceditcard,3553676537394282,5749.82,2019-11-17,40463.24
399,ceditcard,3538419400438427,92710.32,2020-04-21,40244.64
131,saving,633429688395036158,24647.99,2020-01-20,72951.89
68,ceditcard,5602219681053507,92911.34,2020-07-04,43738.09
416,checking,5204192553964014,85204.02,2019-10-21,19994.59
279,saving,3552788787753371,29538.19,2019-10-24,68962.58
135,ceditcard,58934799040298487,92154.83,2019-09-13,98248.73
377,saving,56022272415836015,74586.52,2020-06-09,85201.05
175,ceditcard,201680818780021,69968.90,2019-10-26,97419.68
176,checking,5007666082330739,24970.87,2020-04-28,20629.42
447,checking,3531838934316287,1755.57,2020-09-01,53686.91
289,checking,5267091765753401,32663.53,2019-12-03,77604.24
169,ceditcard,3557422125580016,55845.87,2020-02-27,19565.58
142,saving,3550331237656480,92337.78,2019-10-14,23608.73
38,ceditcard,56022191674867992,55959.09,2020-07-28,66258.89
305,ceditcard,3566496450538749,66474.35,2019-10-28,92278.64
274,ceditcard,3586057005031584,64216.19,2020-01-23,45289.41
4,checking,4905845601411701,15467.30,2019-09-20,67779.98
50,ceditcard,3560900798151541,14846.34,2020-06-15,46779.74
137,checking,3568063728129566,94219.12,2020-05-22,14206.98
64,checking,3577526010395557,35697.49,2020-02-22,95307.07
94,checking,3536340977557047,92651.09,2019-10-09,65992.38
165,ceditcard,3582267534314997,39890.35,2020-07-09,26128.32
308,ceditcard,5345793208233216,56709.15,2020-01-03,80757.72
12,ceditcard,6763765850352122972,83318.11,2019-11-01,33240.59
423,ceditcard,3583618921253157,65759.89,2019-12-12,58558.93
332,ceditcard,3577541090812975,74152.40,2020-06-17,73444.47
486,ceditcard,5602225959073960,61556.38,2019-12-21,53265.00
59,ceditcard,375934581511695,27323.55,2020-06-02,85548.15
261,saving,3548186105540744,47060.22,2020-02-25,72686.36
38,checking,4508639450045848,66287.40,2019-12-05,15308.89
453,saving,4026893334003126,28478.04,2020-06-17,82122.36
230,checking,67067066355595216,73499.08,2019-11-01,56970.58
172,saving,6393313675823545,3145.95,2020-07-21,22536.87
372,ceditcard,4913798653435922,92095.06,2020-05-19,33431.69
83,saving,201457724212567,38107.12,2020-05-30,80896.07
26,checking,670698840998593517,61063.56,2020-07-22,51676.60
443,saving,6334209070737196237,87980.29,2020-08-11,39685.49
261,ceditcard,374283692185341,27978.92,2019-11-29,43889.59
432,saving,374283106998339,25534.76,2019-12-14,95904.03
174,saving,56022310132282749,86113.70,2020-05-29,43157.10
432,saving,3569455540094854,46158.06,2020-07-13,39426.81
450,saving,560224643280414210,50843.76,2020-02-25,80191.96
479,checking,3567668906462299,35347.66,2020-08-09,84956.61
368,ceditcard,5217368378513641,76419.91,2020-03-06,18150.69
27,checking,343263782587133,63331.79,2020-05-10,60394.04
192,saving,67093814804357276,94308.34,2020-01-19,83102.16
368,ceditcard,30503929615463,91441.89,2020-08-16,64739.81
276,ceditcard,4405401659339736,17290.34,2019-09-08,76515.59
429,ceditcard,6763575732914960,94436.58,2020-04-17,56280.18
318,saving,3531808860589355,3920.68,2020-02-03,78992.86
411,ceditcard,374288106926784,92560.31,2020-07-15,23406.90
428,saving,3547975069014022,2094.71,2019-09-08,86837.38
88,ceditcard,4041595799868221,83246.33,2019-10-28,40719.40
74,ceditcard,3553073319396489,29689.67,2019-12-14,25796.73
201,saving,3586863144620983,82285.46,2019-09-13,89482.58
282,checking,3529458508918295,16120.77,2020-05-31,39868.61
279,saving,3569900845293974,74530.44,2020-06-22,33096.02
290,saving,3581568577182949,85904.10,2020-03-12,55883.97
490,checking,3587663683789465,76271.84,2020-01-03,3206.52
85,checking,3573693408374406,87287.99,2019-10-03,56012.50
478,checking,5602258228399791,5329.37,2019-12-04,76379.38
467,saving,5100173706878173,37575.27,2019-11-08,34869.77
44,checking,3563662206603177,56058.10,2020-05-29,67544.55
352,checking,6759738119402417655,93478.93,2019-12-03,54707.93
274,checking,3572883527578547,60006.76,2020-01-12,55902.29
33,ceditcard,56022443013416761,94280.35,2020-04-24,15723.93
498,checking,30374831166809,69596.67,2020-01-09,91795.61
44,saving,3576702268998720,25297.77,2020-06-14,10831.81
422,checking,3541852913229211,16490.43,2020-06-02,43020.21
325,ceditcard,3547350852170557,42437.15,2019-11-03,7664.93
130,checking,5020518695191532,28120.71,2020-01-07,77498.62
172,saving,201885354571177,71025.71,2020-08-16,67933.71
362,saving,5018567999749796,41191.71,2020-05-30,98801.41
56,saving,30202466546997,66481.39,2019-11-22,33965.85
132,ceditcard,30536426670870,11889.68,2020-03-25,60984.76
423,saving,30234427691091,85958.33,2020-01-17,55931.28
347,ceditcard,5048379637956872,93637.98,2020-05-26,75421.02
322,saving,3529558533877562,5466.32,2020-02-10,92246.69
364,checking,5100141219554888,21442.68,2020-01-28,47063.06
100,saving,3544636753334299,13631.69,2020-04-08,36597.33
264,ceditcard,060468394997713348,91555.43,2019-09-20,54013.70
452,ceditcard,3582991541840914,95346.38,2019-11-06,45232.45
274,saving,3553474754757377,73570.63,2020-02-05,86832.03
456,saving,201903854796291,53708.94,2020-03-21,70814.14
447,checking,676350476275656093,70103.74,2020-01-15,63598.88
246,checking,30560107657634,69211.73,2020-01-10,56217.86
287,checking,3541382371245418,76062.82,2019-09-05,61578.04
130,ceditcard,3585048309880017,36271.40,2019-09-17,42478.38
346,ceditcard,3565252619047143,49139.82,2020-07-23,48227.29
64,checking,561074710222806032,39375.01,2020-03-14,54968.23
167,ceditcard,6398413900541741,20757.04,2020-02-29,17232.33
250,checking,4405840522264599,72589.29,2020-04-09,1716.41
131,ceditcard,3547807048916037,31181.87,2020-02-10,3471.99
457,checking,3538713310513836,944.60,2020-03-29,35838.00
247,checking,5100144324097231,77697.44,2019-11-24,57711.76
476,saving,5641820311837782775,98897.83,2020-01-17,14877.98
402,checking,67710263884588132,28275.02,2020-04-13,55930.01
